expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado
EXP-02397,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,71,1.25,7,0,344,1
EXP-02398,EL CERRITO,ALIMENTOS,Juzgado_2_Familia,2024,41,1.2,4,0,191,1
EXP-02399,ZARZAL,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,33,1.25,7,0,349,1
EXP-02400,CALI,VIF,Juzgado_Penal_Municipal_1,2024,82,1.25,6,0,336,1
EXP-02401,TULUA,VIF,Juzgado_3_Familia,2024,71,0.95,5,0,218,1
EXP-02402,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_2_Familia,2023,53,0.9,1,1,102,0
EXP-02403,SEVILLA,VIF,Comisaria_2_Familia,2020,35,0.9,3,0,164,1
EXP-02404,CANDELARIA,ALIMENTOS,Comisaria_1_Familia,2023,48,1.1,8,0,324,1
EXP-02405,GUADALAJARA DE BUGA,VIF,Comisaria_1_Familia,2021,53,1.1,3,0,140,1
EXP-02406,YUMBO,VIF,Juzgado_Penal_Municipal_2,2023,62,1.05,5,0,273,1
EXP-02407,SEVILLA,ALIMENTOS,Juzgado_3_Familia,2022,35,0.95,5,0,158,1
EXP-02408,PRADERA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2021,38,0.95,5,1,333,1
EXP-02409,ZARZAL,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,33,1.05,8,0,388,1
EXP-02410,CARTAGO,VIF,Juzgado_3_Familia,2022,58,0.95,5,0,256,1
EXP-02411,YUMBO,VIF,Juzgado_2_Familia,2023,62,1.2,4,0,220,1
EXP-02412,ZARZAL,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,33,1.25,8,0,353,1
EXP-02413,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,44,1.25,4,0,192,0
EXP-02414,PRADERA,VIF,Juzgado_3_Familia,2021,38,0.95,3,0,134,1
EXP-02415,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,82,1.05,4,0,197,1
EXP-02416,BUENAVENTURA,ALIMENTOS,Juzgado_3_Familia,2024,89,0.95,7,1,361,1
EXP-02417,CALI,VIF,Comisaria_2_Familia,2020,82,0.9,5,0,238,1
EXP-02418,GUADALAJARA DE BUGA,VIF,Juzgado_3_Familia,2021,53,0.95,4,0,204,1
EXP-02419,TULUA,VIF,Juzgado_1_Familia,2024,71,1.35,3,0,187,0
EXP-02420,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,44,1.05,5,0,271,1
EXP-02421,CARTAGO,VIF,Juzgado_Penal_Municipal_2,2021,58,1.05,4,0,252,1
EXP-02422,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_1_Familia,2021,53,1.35,10,0,475,1
EXP-02423,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2024,53,1.1,1,1,79,1
EXP-02424,PALMIRA,VIF,Juzgado_1_Familia,2024,74,1.35,6,0,304,1
EXP-02425,GUADALAJARA DE BUGA,SUSTANCIAS,Comisaria_2_Familia,2024,53,0.9,7,0,296,1
EXP-02426,JAMUNDI,ALIMENTOS,Juzgado_3_Familia,2024,67,0.95,6,1,347,1
EXP-02427,FLORIDA,VIF,Juzgado_Penal_Municipal_1,2023,44,1.25,6,0,252,0
EXP-02428,JAMUNDI,VIF,Juzgado_1_Familia,2022,67,1.35,3,0,138,0
EXP-02429,FLORIDA,SUSTANCIAS,Juzgado_3_Familia,2023,44,0.95,8,0,362,1
EXP-02430,TULUA,VIF,Juzgado_1_Familia,2022,71,1.35,5,0,257,1
EXP-02431,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,53,0.9,7,1,495,1
EXP-02432,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,67,0.95,8,0,372,1
EXP-02433,CANDELARIA,ALIMENTOS,Juzgado_3_Familia,2022,48,0.95,1,1,154,0
EXP-02434,CANDELARIA,SUSTANCIAS,Comisaria_1_Familia,2024,48,1.1,5,0,306,1
EXP-02435,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,82,1.25,4,0,138,0
EXP-02436,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,89,1.05,1,0,122,1
EXP-02437,JAMUNDI,SUSTANCIAS,Comisaria_1_Familia,2022,67,1.1,10,0,348,0
EXP-02438,CARTAGO,ALIMENTOS,Comisaria_2_Familia,2020,58,0.9,2,0,86,0
EXP-02439,BUENAVENTURA,VIF,Juzgado_1_Familia,2022,89,1.35,1,0,129,0
EXP-02440,ZARZAL,ALIMENTOS,Comisaria_1_Familia,2024,33,1.1,8,0,377,1
EXP-02441,CANDELARIA,SUSTANCIAS,Juzgado_1_Familia,2020,48,1.35,6,0,283,1
EXP-02442,GUADALAJARA DE BUGA,SUSTANCIAS,Comisaria_1_Familia,2024,53,1.1,8,0,371,1
EXP-02443,ZARZAL,VIF,Comisaria_2_Familia,2021,33,0.9,2,0,125,0
EXP-02444,SEVILLA,ALIMENTOS,Comisaria_2_Familia,2023,35,0.9,2,0,60,0
EXP-02445,JAMUNDI,VIF,Juzgado_Penal_Municipal_1,2022,67,1.25,4,0,216,0
EXP-02446,PRADERA,VIF,Comisaria_2_Familia,2024,38,0.9,5,0,231,1
EXP-02447,CALI,SUSTANCIAS,Comisaria_2_Familia,2023,82,0.9,3,0,188,1
EXP-02448,CALI,VIF,Juzgado_Penal_Municipal_1,2020,82,1.25,3,0,215,1
EXP-02449,YUMBO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2021,62,1.1,4,0,213,0
EXP-02450,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2023,53,1.1,4,0,235,1
EXP-02451,CARTAGO,VIF,Juzgado_3_Familia,2023,58,0.95,6,0,280,1
EXP-02452,FLORIDA,VIF,Juzgado_3_Familia,2020,44,0.95,3,0,236,1
EXP-02453,TULUA,VIF,Comisaria_1_Familia,2022,71,1.1,8,0,368,1
EXP-02454,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,58,1.05,5,1,271,1
EXP-02455,JAMUNDI,VIF,Juzgado_3_Familia,2023,67,0.95,6,0,280,1
EXP-02456,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,67,1.25,6,0,281,0
EXP-02457,EL CERRITO,VIF,Juzgado_1_Familia,2021,41,1.35,7,0,301,1
EXP-02458,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,38,1.25,6,1,379,1
EXP-02459,FLORIDA,ALIMENTOS,Juzgado_1_Familia,2024,44,1.35,8,0,373,1
EXP-02460,JAMUNDI,VIF,Juzgado_3_Familia,2023,67,0.95,4,0,213,1
EXP-02461,YUMBO,VIF,Juzgado_Penal_Municipal_1,2021,62,1.25,5,0,264,1
EXP-02462,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,41,1.05,2,0,144,0
EXP-02463,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,71,1.05,4,0,206,1
EXP-02464,CANDELARIA,VIF,Juzgado_Penal_Municipal_2,2023,48,1.05,7,0,315,1
EXP-02465,EL CERRITO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2020,41,0.9,8,1,523,1
EXP-02466,BUENAVENTURA,VIF,Juzgado_1_Familia,2022,89,1.35,5,0,290,1
EXP-02467,CALI,ALIMENTOS,Juzgado_1_Familia,2024,82,1.35,10,0,483,1
EXP-02468,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2024,35,1.35,4,1,254,0
EXP-02469,PRADERA,VIF,Juzgado_Penal_Municipal_1,2022,38,1.25,6,0,277,1
EXP-02470,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_2_Familia,2023,53,1.2,8,1,372,1
EXP-02471,EL CERRITO,ALIMENTOS,Comisaria_2_Familia,2024,41,0.9,2,1,232,1
EXP-02472,SEVILLA,VIF,Juzgado_3_Familia,2023,35,0.95,3,0,194,1
EXP-02473,SEVILLA,VIF,Comisaria_2_Familia,2023,35,0.9,2,0,90,0
EXP-02474,EL CERRITO,ALIMENTOS,Juzgado_2_Familia,2021,41,1.2,6,0,316,1
EXP-02475,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,38,1.05,6,0,346,1
EXP-02476,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,71,1.25,7,1,464,1
EXP-02477,PALMIRA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,74,0.95,7,0,322,1
EXP-02478,YUMBO,VIF,Juzgado_1_Familia,2022,62,1.35,9,0,328,1
EXP-02479,PRADERA,VIF,Juzgado_1_Familia,2023,38,1.35,6,0,351,1
EXP-02480,TULUA,ALIMENTOS,Juzgado_1_Familia,2024,71,1.35,9,1,603,1
EXP-02481,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,82,0.9,5,0,197,1
EXP-02482,FLORIDA,ALIMENTOS,Juzgado_1_Familia,2021,44,1.35,8,1,648,1
EXP-02483,YUMBO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,62,1.35,5,0,291,0
EXP-02484,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2021,67,1.2,11,0,490,0
EXP-02485,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,53,0.9,3,0,169,1
EXP-02486,CANDELARIA,ALIMENTOS,Juzgado_3_Familia,2024,48,0.95,6,0,301,1
EXP-02487,CARTAGO,VIF,Juzgado_2_Familia,2021,58,1.2,5,0,242,1
EXP-02488,TULUA,VIF,Juzgado_3_Familia,2024,71,0.95,2,0,84,0
EXP-02489,PRADERA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,38,1.2,10,1,544,1
EXP-02490,ZARZAL,VIF,Comisaria_1_Familia,2021,33,1.1,4,0,136,1
EXP-02491,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,53,1.05,9,0,325,0
EXP-02492,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,82,1.2,8,0,353,1
EXP-02493,PRADERA,VIF,Juzgado_Penal_Municipal_1,2020,38,1.25,2,0,202,1
EXP-02494,CARTAGO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2021,58,0.95,5,0,306,1
EXP-02495,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,62,1.05,8,1,420,1
EXP-02496,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2024,48,1.2,7,0,326,1
EXP-02497,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1,2022,82,1.25,3,0,45,1
EXP-02498,CALI,VIF,Juzgado_Penal_Municipal_1,2023,82,1.25,7,0,317,1
EXP-02499,PALMIRA,ALIMENTOS,Comisaria_2_Familia,2023,74,0.9,7,0,307,1
EXP-02500,BUENAVENTURA,VIF,Juzgado_1_Familia,2024,89,1.35,6,0,217,0
EXP-02501,CARTAGO,VIF,Juzgado_1_Familia,2023,58,1.35,9,0,349,1
EXP-02502,CALI,ALIMENTOS,Comisaria_2_Familia,2020,82,0.9,2,0,104,1
EXP-02503,EL CERRITO,ALIMENTOS,Comisaria_1_Familia,2024,41,1.1,7,0,391,1
EXP-02504,CANDELARIA,ALIMENTOS,Comisaria_1_Familia,2024,48,1.1,4,0,238,1
EXP-02505,ZARZAL,VIF,Juzgado_Penal_Municipal_2,2023,33,1.05,4,0,193,1
EXP-02506,CALI,VIF,Juzgado_3_Familia,2024,82,0.95,4,0,152,1
EXP-02507,ZARZAL,VIF,Comisaria_1_Familia,2024,33,1.1,2,0,134,1
EXP-02508,SEVILLA,ALIMENTOS,Juzgado_3_Familia,2023,35,0.95,4,1,323,1
EXP-02509,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,53,1.25,7,0,282,1
EXP-02510,FLORIDA,VIF,Juzgado_Penal_Municipal_2,2024,44,1.05,5,0,249,1
EXP-02511,FLORIDA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,44,1.1,4,0,255,0
EXP-02512,YUMBO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,62,0.95,9,1,525,1
EXP-02513,PALMIRA,SUSTANCIAS,Juzgado_3_Familia,2024,74,0.95,2,0,203,0
EXP-02514,FLORIDA,SUSTANCIAS,Juzgado_3_Familia,2024,44,0.95,5,0,308,1
EXP-02515,EL CERRITO,VIF,Comisaria_2_Familia,2024,41,0.9,5,0,273,1
EXP-02516,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,82,0.95,8,0,424,1
EXP-02517,PALMIRA,VIF,Comisaria_2_Familia,2024,74,0.9,3,0,115,0
EXP-02518,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,41,1.35,11,0,496,1
EXP-02519,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2024,41,1.35,8,0,394,1
EXP-02520,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_2_Familia,2022,53,1.2,7,1,406,1
EXP-02521,PALMIRA,ALIMENTOS,Juzgado_1_Familia,2021,74,1.35,8,0,412,1
EXP-02522,ZARZAL,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,33,1.2,6,0,253,1
EXP-02523,YUMBO,SUSTANCIAS,Juzgado_1_Familia,2023,62,1.35,7,0,324,1
EXP-02524,PRADERA,ALIMENTOS,Juzgado_3_Familia,2024,38,0.95,9,0,429,1
EXP-02525,PRADERA,VIF,Juzgado_3_Familia,2023,38,0.95,5,0,259,0
EXP-02526,CANDELARIA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,48,0.9,7,0,364,1
EXP-02527,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2024,67,1.35,11,0,499,1
EXP-02528,ZARZAL,ALIMENTOS,Juzgado_3_Familia,2021,33,0.95,7,0,297,1
EXP-02529,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2024,74,0.95,6,1,382,0
EXP-02530,TULUA,VIF,Juzgado_3_Familia,2020,71,0.95,3,0,147,1
EXP-02531,BUENAVENTURA,VIF,Juzgado_2_Familia,2021,89,1.2,3,0,211,1
EXP-02532,EL CERRITO,VIF,Juzgado_Penal_Municipal_2,2021,41,1.05,6,0,229,1
EXP-02533,YUMBO,ALIMENTOS,Comisaria_2_Familia,2020,62,0.9,10,1,686,1
EXP-02534,YUMBO,ALIMENTOS,Juzgado_3_Familia,2021,62,0.95,5,0,251,0
EXP-02535,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,71,1.25,2,0,161,1
EXP-02536,CARTAGO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,58,0.9,5,0,197,1
EXP-02537,SEVILLA,VIF,Juzgado_Penal_Municipal_2,2021,35,1.05,2,0,126,0
EXP-02538,EL CERRITO,VIF,Juzgado_2_Familia,2024,41,1.2,3,0,167,0
EXP-02539,CANDELARIA,ALIMENTOS,Juzgado_1_Familia,2021,48,1.35,8,0,353,0
EXP-02540,GUADALAJARA DE BUGA,VIF,Comisaria_1_Familia,2020,53,1.1,5,0,250,1
EXP-02541,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,48,1.05,3,1,124,1
EXP-02542,PALMIRA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2021,74,1.05,12,0,513,1
EXP-02543,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_1,2022,53,1.25,6,0,303,1
EXP-02544,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,67,1.35,7,0,348,1
EXP-02545,CALI,ALIMENTOS,Comisaria_1_Familia,2023,82,1.1,9,1,645,1
EXP-02546,PALMIRA,VIF,Juzgado_Penal_Municipal_2,2023,74,1.05,5,0,202,1
EXP-02547,ZARZAL,VIF,Juzgado_Penal_Municipal_1,2024,33,1.25,8,0,281,1
EXP-02548,FLORIDA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,44,1.25,6,0,302,1
EXP-02549,SEVILLA,VIF,Juzgado_2_Familia,2024,35,1.2,5,0,262,1
EXP-02550,GUADALAJARA DE BUGA,SUSTANCIAS,Comisaria_1_Familia,2022,53,1.1,6,0,277,1
EXP-02551,PALMIRA,ALIMENTOS,Juzgado_2_Familia,2024,74,1.2,3,1,306,0
EXP-02552,CARTAGO,ALIMENTOS,Comisaria_1_Familia,2023,58,1.1,5,0,262,1
EXP-02553,SEVILLA,VIF,Juzgado_Penal_Municipal_1,2023,35,1.25,3,0,211,0
EXP-02554,JAMUNDI,VIF,Juzgado_3_Familia,2024,67,0.95,4,0,171,1
EXP-02555,JAMUNDI,ALIMENTOS,Juzgado_3_Familia,2024,67,0.95,6,0,265,1
EXP-02556,YUMBO,VIF,Juzgado_3_Familia,2023,62,0.95,3,0,130,1
EXP-02557,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_2_Familia,2023,53,0.9,4,0,206,0
EXP-02558,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,82,1.05,4,0,217,0
EXP-02559,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,71,1.25,8,1,572,1
EXP-02560,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,35,1.05,8,0,338,1
EXP-02561,JAMUNDI,SUSTANCIAS,Juzgado_2_Familia,2023,67,1.2,3,0,157,1
EXP-02562,JAMUNDI,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,67,1.25,7,0,408,1
EXP-02563,TULUA,VIF,Juzgado_1_Familia,2020,71,1.35,7,0,286,1
EXP-02564,YUMBO,VIF,Comisaria_2_Familia,2022,62,0.9,7,0,240,1
EXP-02565,SEVILLA,SUSTANCIAS,Comisaria_2_Familia,2022,35,0.9,3,0,201,1
EXP-02566,JAMUNDI,SUSTANCIAS,Comisaria_1_Familia,2022,67,1.1,1,0,51,0
EXP-02567,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,41,1.25,9,1,562,1
EXP-02568,CANDELARIA,ALIMENTOS,Comisaria_1_Familia,2023,48,1.1,3,0,138,1
EXP-02569,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_2,2023,89,1.05,7,0,389,1
EXP-02570,PRADERA,VIF,Comisaria_1_Familia,2024,38,1.1,7,0,339,1
EXP-02571,BUENAVENTURA,VIF,Comisaria_2_Familia,2023,89,0.9,5,0,219,0
EXP-02572,BUENAVENTURA,ALIMENTOS,Comisaria_2_Familia,2022,89,0.9,7,0,372,1
EXP-02573,PRADERA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2022,38,1.25,6,0,270,1
EXP-02574,ZARZAL,VIF,Juzgado_Penal_Municipal_1,2021,33,1.25,5,0,198,1
EXP-02575,BUENAVENTURA,ALIMENTOS,Juzgado_2_Familia,2022,89,1.2,6,0,369,1
EXP-02576,ZARZAL,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,33,0.9,8,0,316,1
EXP-02577,EL CERRITO,VIF,Juzgado_3_Familia,2021,41,0.95,3,0,96,1
EXP-02578,EL CERRITO,VIF,Comisaria_1_Familia,2022,41,1.1,7,0,288,1
EXP-02579,BUENAVENTURA,SUSTANCIAS,Comisaria_1_Familia,2022,89,1.1,7,0,284,1
EXP-02580,CALI,VIF,Juzgado_2_Familia,2022,82,1.2,1,0,106,0
EXP-02581,CARTAGO,VIF,Juzgado_1_Familia,2021,58,1.35,4,0,222,1
EXP-02582,TULUA,VIF,Juzgado_1_Familia,2024,71,1.35,5,0,225,1
EXP-02583,EL CERRITO,VIF,Juzgado_3_Familia,2023,41,0.95,1,0,62,1
EXP-02584,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,41,1.25,10,0,450,1
EXP-02585,JAMUNDI,ALIMENTOS,Juzgado_3_Familia,2024,67,0.95,6,1,397,1
EXP-02586,GUADALAJARA DE BUGA,VIF,Juzgado_3_Familia,2022,53,0.95,1,0,64,0
EXP-02587,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,71,1.25,8,0,392,1
EXP-02588,CANDELARIA,VIF,Juzgado_Penal_Municipal_1,2024,48,1.25,3,0,119,1
EXP-02589,YUMBO,VIF,Juzgado_2_Familia,2022,62,1.2,5,0,247,1
EXP-02590,CARTAGO,ALIMENTOS,Comisaria_2_Familia,2022,58,0.9,9,1,536,1
EXP-02591,TULUA,VIF,Comisaria_1_Familia,2024,71,1.1,6,0,233,1
EXP-02592,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2020,41,1.35,14,1,886,1
EXP-02593,PRADERA,VIF,Comisaria_2_Familia,2024,38,0.9,6,0,279,1
EXP-02594,CALI,ALIMENTOS,Comisaria_2_Familia,2021,82,0.9,3,0,166,0
EXP-02595,TULUA,VIF,Comisaria_2_Familia,2021,71,0.9,6,0,257,1
EXP-02596,EL CERRITO,SUSTANCIAS,Juzgado_Penal_Municipal_1,2020,41,1.25,3,0,219,1
EXP-02597,JAMUNDI,VIF,Juzgado_1_Familia,2020,67,1.35,1,0,165,1
EXP-02598,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_1_Familia,2022,53,1.1,8,1,579,1
EXP-02599,SEVILLA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2024,35,1.25,4,0,277,1
EXP-02600,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,44,1.25,8,0,414,1
EXP-02601,BUENAVENTURA,SUSTANCIAS,Juzgado_1_Familia,2023,89,1.35,9,0,350,1
EXP-02602,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,41,0.95,7,0,358,1
EXP-02603,BUENAVENTURA,VIF,Comisaria_2_Familia,2020,89,0.9,3,0,157,1
EXP-02604,CANDELARIA,ALIMENTOS,Comisaria_1_Familia,2024,48,1.1,11,0,505,1
EXP-02605,PALMIRA,VIF,Juzgado_Penal_Municipal_1,2024,74,1.25,4,0,203,1
EXP-02606,EL CERRITO,VIF,Comisaria_2_Familia,2020,41,0.9,5,0,258,1
EXP-02607,ZARZAL,SUSTANCIAS,Comisaria_2_Familia,2022,33,0.9,5,0,232,1
EXP-02608,BUENAVENTURA,VIF,Juzgado_3_Familia,2024,89,0.95,5,0,235,1
EXP-02609,TULUA,VIF,Juzgado_3_Familia,2024,71,0.95,7,0,333,1
EXP-02610,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,82,1.25,10,0,457,1
EXP-02611,JAMUNDI,ALIMENTOS,Juzgado_1_Familia,2022,67,1.35,6,1,378,0
EXP-02612,PRADERA,ALIMENTOS,Comisaria_1_Familia,2024,38,1.1,2,0,181,1
EXP-02613,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2024,35,1.35,5,0,289,1
EXP-02614,YUMBO,ALIMENTOS,Comisaria_2_Familia,2020,62,0.9,1,0,38,1
EXP-02615,EL CERRITO,SUSTANCIAS,Juzgado_1_Familia,2021,41,1.35,7,0,329,1
EXP-02616,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2023,67,1.1,6,0,292,1
EXP-02617,FLORIDA,VIF,Juzgado_1_Familia,2020,44,1.35,2,0,214,1
EXP-02618,FLORIDA,VIF,Juzgado_1_Familia,2020,44,1.35,7,0,302,1
EXP-02619,CARTAGO,VIF,Juzgado_2_Familia,2021,58,1.2,3,0,219,1
EXP-02620,CANDELARIA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,48,1.1,9,0,503,1
EXP-02621,JAMUNDI,VIF,Juzgado_Penal_Municipal_2,2020,67,1.05,3,0,203,1
EXP-02622,PALMIRA,VIF,Comisaria_1_Familia,2024,74,1.1,6,0,300,1
EXP-02623,SEVILLA,VIF,Juzgado_Penal_Municipal_2,2024,35,1.05,4,0,193,1
EXP-02624,JAMUNDI,ALIMENTOS,Juzgado_2_Familia,2020,67,1.2,8,0,386,1
EXP-02625,BUENAVENTURA,SUSTANCIAS,Comisaria_1_Familia,2021,89,1.1,4,0,279,1
EXP-02626,BUENAVENTURA,SUSTANCIAS,Juzgado_1_Familia,2022,89,1.35,4,0,215,1
EXP-02627,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,33,1.25,5,0,300,1
EXP-02628,FLORIDA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,44,1.2,10,1,578,1
EXP-02629,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_1,2024,89,1.25,7,0,346,1
EXP-02630,TULUA,VIF,Juzgado_Penal_Municipal_2,2024,71,1.05,7,0,291,1
EXP-02631,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,82,0.95,4,0,262,1
EXP-02632,PALMIRA,ALIMENTOS,Juzgado_1_Familia,2024,74,1.35,5,0,300,1
EXP-02633,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2024,74,0.95,6,1,457,1
EXP-02634,FLORIDA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2020,44,0.95,6,0,264,1
EXP-02635,PALMIRA,VIF,Juzgado_3_Familia,2024,74,0.95,1,0,68,0
EXP-02636,JAMUNDI,VIF,Juzgado_3_Familia,2024,67,0.95,4,0,223,0
EXP-02637,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2024,67,1.1,9,0,453,1
EXP-02638,FLORIDA,ALIMENTOS,Juzgado_1_Familia,2021,44,1.35,9,0,336,1
EXP-02639,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,53,1.05,7,1,431,1
EXP-02640,CANDELARIA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2020,48,0.9,3,0,238,1
EXP-02641,BUENAVENTURA,ALIMENTOS,Juzgado_3_Familia,2021,89,0.95,5,1,406,1
EXP-02642,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,82,0.9,6,0,366,1
EXP-02643,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2024,48,1.2,3,0,198,1
EXP-02644,YUMBO,ALIMENTOS,Juzgado_3_Familia,2023,62,0.95,6,1,247,1
EXP-02645,JAMUNDI,VIF,Juzgado_Penal_Municipal_2,2023,67,1.05,5,0,237,1
EXP-02646,CARTAGO,VIF,Juzgado_Penal_Municipal_2,2022,58,1.05,1,0,120,0
EXP-02647,GUADALAJARA DE BUGA,VIF,Juzgado_1_Familia,2024,53,1.35,7,0,374,1
EXP-02648,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,41,1.05,1,0,115,0
EXP-02649,PRADERA,VIF,Comisaria_2_Familia,2020,38,0.9,4,0,269,1
EXP-02650,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,48,1.25,10,0,429,1
EXP-02651,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,58,1.25,7,1,417,1
EXP-02652,YUMBO,VIF,Juzgado_Penal_Municipal_1,2022,62,1.25,7,0,295,1
EXP-02653,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,53,1.25,7,0,328,1
EXP-02654,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,48,1.25,4,0,167,1
EXP-02655,TULUA,VIF,Juzgado_Penal_Municipal_1,2023,71,1.25,7,0,301,1
EXP-02656,PRADERA,ALIMENTOS,Juzgado_2_Familia,2023,38,1.2,1,1,260,1
EXP-02657,FLORIDA,VIF,Comisaria_2_Familia,2022,44,0.9,5,0,260,1
EXP-02658,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,44,1.25,9,0,388,1
